original_id,x,y,macro_id,micro_id
32394,329.065,34.1585,0,1
35036,381.275,39.6175,0,1
1763,411.231,43.102,0,1
39414,480.458,50.6868,0,1
11246,177.73,18.7696,0,1
30426,114.424,12.1393,0,1
3026,436.895,46.517,0,1
24005,359.52,38.3897,0,1
38839,390.164,41.6662,0,1
32225,281.297,30.4639,0,1
22411,292.19,31.6458,0,1
39302,493.025,54.1315,0,1
518,275.97,30.3503,0,1
17737,343.224,37.9929,0,1
39793,480.932,53.6131,0,1
35192,185.016,20.6923,0,1
42251,389.317,43.5796,0,1
43283,402.399,46.4091,0,1
22994,359.974,41.789,0,1
43377,456.902,53.0522,0,1
9694,345.021,40.1864,0,1
34553,487.177,57.0895,0,1
25950,123.816,14.716,0,1
15994,459.886,55.4488,0,1
28576,199.887,24.1889,0,1
38139,320.748,38.9386,0,1
37500,203.643,24.748,0,1
47416,245.556,29.8795,0,1
786,481.962,59.9831,0,1
30419,285.411,35.6574,0,1
39427,421.388,52.6647,0,1
35311,229.294,28.9698,0,1
11804,295.836,37.4135,0,1
19889,377.107,47.7846,0,1
2826,354.213,45.1456,0,1
32098,390.248,49.7766,0,1
3668,93.0449,11.9311,0,1
6634,212.595,27.4946,0,1
34842,437.834,57.4762,0,1
36522,216.564,28.8238,0,1
13833,354.916,47.7668,0,1
1712,486.87,65.6541,0,1
5335,450.702,61.0462,0,1
12009,248.46,34.1968,0,1
39715,498.331,68.6425,0,1
13738,400.328,55.7108,0,1
46581,472.68,66.3302,0,1
22857,399.707,56.3409,0,1
16315,121.236,17.246,0,1
2693,460.833,65.7529,0,1
12100,248.16,35.5204,0,1
30837,454.841,65.3092,0,1
12161,319.998,46.0139,0,1
34637,281.585,40.6125,0,1
21542,181.228,26.3601,0,1
32953,215.836,31.4474,0,1
23182,361.867,52.852,0,1
23456,121.451,17.854,0,1
16999,356.5,52.5354,0,1
46989,240.292,35.4737,0,1
42111,275.686,41.0695,0,1
29536,458.539,68.8588,0,1
12404,471.88,71.3229,0,1
18397,150.4,22.9929,0,1
30641,141.777,21.7846,0,1
37544,220.675,34.1346,0,1
2469,170.156,26.34,0,1
28420,327.815,50.7929,0,1
1597,474.82,74.0826,0,1
29487,105.709,16.5448,0,1
40539,64.328,10.1081,0,1
15621,411.921,64.8092,0,1
14037,256.113,40.3613,0,1
11170,432.102,68.1121,0,1
44574,267.966,42.3746,0,1
34977,272.334,43.0915,0,1
7085,189.439,29.9758,0,1
30621,353.752,56.2887,0,1
229,436.915,70.0735,0,1
21,494.64,79.3843,0,1
10550,449.946,72.3903,0,2
36491,270.07,43.4904,0,2
12254,430.7,69.463,0,2
17229,303.136,49.5229,0,2
5851,352.209,58.0427,0,2
8384,336.288,55.4589,0,2
21240,38.4197,6.40173,0,2
30038,408.276,68.0894,0,2
34758,366.43,61.6709,0,2
16143,241.802,40.9962,0,2
37567,81.3124,13.9438,0,2
28527,247.643,42.5018,0,2
49654,453.996,77.9428,0,2
22014,494.806,85.4045,0,2
14616,483.414,83.9548,0,2
15748,233.276,40.6458,0,2
32615,477.011,83.1531,0,2
38232,237.107,41.3378,0,2
27384,499.317,87.7682,0,2
13510,155.634,27.4964,0,2
28341,293.759,52.0721,0,2
33716,305.255,54.1118,0,2
36634,398.611,70.7747,0,2
4625,308.92,55.0404,0,2
5225,301.547,53.9724,0,2
47867,262.045,46.9248,0,2
37631,446.304,81.0058,0,2
15721,452.888,82.4583,0,2
12173,52.5048,9.63131,0,2
36806,88.255,16.2346,0,2
40799,371.942,68.6737,0,2
44745,442.884,81.8544,0,2
8420,495.282,91.6115,0,2
24057,307.027,56.7909,0,2
34976,103.632,19.2401,0,2
8755,162.019,30.3856,0,2
10412,402.85,75.6989,0,2
45095,374.05,70.3,0,2
27282,398.273,74.8726,0,2
33889,386.796,72.8943,0,2
44176,179.957,34.1832,0,2
14889,253.083,48.2856,0,2
863,274.182,52.5569,0,2
3977,187.226,36.0047,0,2
7846,279.89,53.8309,0,2
37956,150.307,28.9584,0,2
48276,318.134,61.388,0,2
39228,379.199,73.4502,0,2
143,474.071,91.8315,0,2
3224,155.472,30.1687,0,2
19188,455.495,88.4335,0,2
35264,429.316,83.966,0,2
509,234.704,46.1695,0,2
25430,160.772,31.8682,0,2
22569,465.158,92.3449,0,2
4382,393.368,78.3987,0,2
17964,179.555,35.9471,0,2
26490,170.064,34.1102,0,2
30649,473.339,95.163,0,2
37986,272.207,54.7291,0,2
7772,477.687,96.1772,0,2
41062,373.375,75.4607,0,2
18613,479.885,97.0611,0,2
23112,318.407,64.7256,0,2
43654,390.115,79.3036,0,2
37353,370.34,75.3338,0,2
6145,79.0302,16.1475,0,2
27028,464.826,95.0608,0,2
14329,489.971,100.676,0,2
1434,228.8,47.3268,0,2
40995,468.498,96.997,0,2
15124,499.374,103.832,0,2
31135,249.804,51.9967,0,2
10189,185.169,38.5665,0,2
19300,306.909,64.3432,0,2
35565,353.627,74.1903,0,2
22754,485.174,102.139,0,2
14298,377.85,79.5737,0,2
12453,275.163,58.1926,0,2
4486,410.16,87.0722,0,2
38001,272.259,57.9572,0,2
10511,403.448,86.0262,0,2
41430,299.785,63.9885,0,2
12223,390.166,83.6246,0,2
22150,56.348,12.0818,0,2
44175,19.7883,4.25092,0,2
2226,214.944,46.316,0,2
34171,302.033,65.1495,0,2
8843,416.747,90.0025,0,2
8152,470.322,102.421,0,2
45955,473.157,103.533,0,2
4788,215.355,47.6862,0,2
32429,438.567,97.1344,0,2
18101,452.9,101.086,0,2
2897,212.405,47.517,0,2
45105,378.749,85.1464,0,2
17472,448.935,101.152,0,2
47669,281.587,63.9854,0,2
32671,290.16,65.9839,0,2
34897,217.513,49.8606,0,2
42467,234.004,53.6415,0,2
33230,276.773,63.7031,0,2
25733,410.426,94.6092,0,2
15818,342.666,79.011,0,2
44165,336.427,78.4971,0,2
31313,363.574,85.0418,0,2
18940,110.762,25.9609,0,2
43713,410.999,96.4601,0,2
27457,411.377,96.876,0,2
37248,289.041,68.1937,0,2
26463,376.798,88.9659,0,2
41838,430.142,101.657,0,2
12183,493.322,117.385,0,2
33951,476.756,113.871,0,2
7091,405.527,96.9729,0,2
1576,107.647,25.9587,0,2
11924,431.784,104.202,0,2
48756,336.212,81.2088,0,2
21118,436.859,105.828,0,2
12445,237.792,57.6148,0,2
27348,158.553,38.5317,0,2
26085,440.379,107.025,0,2
3074,269.07,65.4232,0,2
21181,421.385,102.698,0,2
218,473.645,115.485,0,2
18741,480.851,117.376,0,2
43035,338.664,83.0839,0,2
681,367.508,90.211,0,2
36524,161.248,39.6773,0,2
13730,463.804,114.337,0,2
23375,472.533,116.673,0,2
5804,228.665,56.4665,0,2
34464,364.822,90.1495,0,2
2219,171.123,42.3475,0,2
22283,279.427,69.397,0,2
38800,311.956,77.5248,0,2
15107,420.524,104.665,0,2
23388,470.722,117.171,0,2
35396,88.11,21.9372,0,2
16666,366.447,91.633,0,2
14077,317.639,80.1103,0,2
44026,221.536,55.9461,0,2
90,417.822,105.64,0,2
14134,264.476,67.1068,0,2
27423,278.132,70.9983,0,2
21659,389.969,100.119,0,2
13675,81.9977,21.1199,0,2
31804,340.181,87.7251,0,2
42312,480.115,124.248,0,2
7842,289.404,75.2526,0,2
35752,315.708,82.2308,0,2
39398,412.083,107.704,0,2
46390,362.532,95.6164,0,2
15589,234.439,62.386,0,2
27458,389.633,103.751,0,2
907,351.16,93.9265,0,2
29328,299.27,80.1424,0,2
45573,151.694,40.6996,0,2
39157,277.696,74.5779,0,2
19814,332.478,89.6209,0,2
45232,433.82,117.125,0,2
17342,224.472,60.6551,0,2
43275,330.666,89.3619,0,2
9478,307.783,84.04,0,2
6087,438.809,119.823,0,2
21901,355.513,97.2976,0,2
27528,292.795,80.2972,0,2
8796,472.904,129.797,0,2
8160,293.485,81.1062,0,2
33935,382.84,105.837,0,2
36527,487.117,134.88,0,2
48258,389.819,108.423,0,2
39652,345.068,96.0709,0,2
49193,441.378,122.987,0,2
37577,236.493,66.1588,0,2
25823,484.377,135.792,0,2
15154,283.161,79.6587,0,2
47350,337.168,94.899,0,2
37626,380.843,107.205,0,2
11116,309.678,87.2402,0,2
49548,453.556,127.848,0,2
28026,316.046,89.1058,0,2
6858,213.777,60.3277,0,2
44779,463.896,130.984,0,2
6993,446.462,126.224,0,2
15802,392.897,111.45,0,2
42647,87.831,24.9379,0,2
38391,444.562,126.858,0,2
23937,432.5,123.442,0,2
9568,378.803,108.375,0,2
12396,325.931,93.5469,0,2
11008,464.365,133.466,0,2
30921,256.358,73.871,0,2
32656,252.8,72.854,0,2
26039,265.267,76.5761,0,2
31246,410.797,118.804,0,2
14653,236.456,68.6705,0,2
24722,457.31,133.596,0,2
31434,419.769,123.299,0,2
44603,183.745,54.0144,0,2
46328,293.959,86.5866,0,2
41601,300.186,88.4439,0,2
34256,151.882,44.8691,0,2
906,326.015,96.7641,0,2
3639,239.933,71.2296,0,2
35958,365.258,108.524,0,2
47551,465.909,140.685,0,2
33234,436.798,132.085,0,2
16627,328.972,99.5973,0,2
14902,172.897,52.5002,0,2
36614,230.719,70.0707,0,2
24568,439.433,134.223,0,2
44328,319.018,97.4563,0,2
45949,303.964,93.6023,0,2
43857,422.774,130.463,0,2
32868,164.864,50.8985,0,2
45226,363.631,112.436,0,2
48537,478.052,148.135,0,2
9908,428.908,132.947,0,2
19881,353.407,109.55,0,2
10799,336.146,104.573,0,2
1490,460.347,143.579,0,2
4143,112.838,35.221,0,2
39499,465.51,145.348,0,2
26846,182.972,57.5934,0,2
34168,336.004,106.012,0,2
43191,132.833,41.9199,0,2
37393,385.585,121.814,0,2
49154,248.585,78.8432,0,2
30423,397.043,126.131,0,2
43413,458.547,145.831,0,2
25319,173.607,55.5013,0,2
7246,436.781,140.187,0,2
46690,396.951,128.415,0,2
4477,371.823,120.462,0,2
2998,359.622,117.459,0,2
27247,364.565,119.133,0,2
6049,242.524,79.8217,0,2
19454,479.138,158.021,0,2
40991,471.822,156.197,0,2
5913,417.914,138.694,0,2
45866,377.046,125.529,0,2
1094,63.1548,21.1236,0,2
4696,448.34,150.051,0,2
2256,119.591,40.2308,0,3
13216,305.885,103.006,0,3
13307,406.314,137.168,0,3
21498,327.535,110.795,0,3
49735,261.406,88.4533,0,3
39667,207.324,70.1796,0,3
11520,394.825,133.676,0,3
43438,334.114,113.188,0,3
27903,310.609,105.318,0,3
5836,164.326,55.888,0,3
22547,462.878,157.641,0,3
12713,406.715,139.081,0,3
4825,87.9472,30.1207,0,3
32666,425.667,146.68,0,3
24521,241.989,83.557,0,3
17826,360.741,124.677,0,3
33391,90.0288,31.2283,0,3
14487,193.503,67.1378,0,3
32371,385.885,134.226,0,3
16690,229.684,80.0594,0,3
32468,232.669,81.2568,0,3
19895,385.14,134.733,0,3
8404,451.245,158.034,0,3
11875,436.792,153.061,0,3
9931,408.829,143.543,0,3
39898,421.91,148.283,0,3
2580,453.956,159.668,0,3
3040,287.788,101.227,0,3
13247,44.7773,15.7809,0,3
24459,397.112,140.207,0,3
26672,339.65,120.389,0,3
26968,292.632,104.329,0,3
41603,309.992,110.705,0,3
35032,21.406,7.6503,0,3
36835,448.28,160.351,0,3
17216,54.5349,19.5486,0,3
27853,451.817,161.977,0,3
45136,418.25,150.107,0,3
47724,236.959,85.3252,0,3
39108,299.919,108.079,0,3
16709,256.756,92.6647,0,3
4249,90.4784,32.7326,0,3
10084,357.8,129.458,0,3
16926,398.386,144.292,0,3
39126,103.256,37.3995,0,3
37868,184.136,66.7014,0,3
41223,430.207,155.917,0,3
19026,356.113,129.288,0,3
10972,425.645,155.064,0,3
35472,449.139,163.77,0,3
33748,453.836,165.793,0,3
24716,115.44,42.2504,0,3
36240,467.617,171.278,0,3
17394,329.88,120.863,0,3
18169,296.31,108.618,0,3
41760,237.98,87.4975,0,3
36516,428.648,157.874,0,3
8910,355.021,130.831,0,3
9120,450.17,165.929,0,3
4502,293.857,108.59,0,3
22623,260.085,96.2198,0,3
19187,211.598,78.3887,0,3
21107,349.632,129.619,0,3
47378,142.738,53.1221,0,3
27890,309.423,115.266,0,3
2126,436.203,162.908,0,3
45750,83.9268,31.3841,0,3
36696,416.575,155.803,0,3
7407,411.485,155.155,0,3
46318,459.532,173.433,0,3
29540,402.863,152.3,0,3
21031,280.681,106.546,0,3
13383,417.967,159.227,0,3
8763,467.881,178.419,0,3
43565,312.785,119.285,0,3
36,208.835,79.6822,0,3
47752,306.883,117.732,0,3
33133,311.838,119.717,0,3
30622,113.422,43.6541,0,3
31092,432.378,166.47,0,3
19168,135.733,52.4555,0,3
33215,320.758,124.088,0,3
19443,152.806,59.2688,0,3
8714,465.155,180.729,0,3
35345,444.284,172.831,0,3
19516,232.936,90.6821,0,3
7677,371.444,144.616,0,3
45367,147.749,57.7113,0,3
22881,429.601,167.913,0,3
20603,329.965,129.365,0,3
4674,381.615,149.941,0,3
9361,143.233,56.4497,0,3
24918,424.259,167.336,0,3
26658,306.501,120.945,0,3
39290,158.251,62.7609,0,3
38315,388.657,154.359,0,3
13169,159.849,63.499,0,3
38843,280.486,111.613,0,3
47921,67.2349,26.7694,0,3
18445,402.192,160.769,0,3
27231,195.087,78.0383,0,3
19501,207.469,83.3492,0,3
35421,403.898,162.491,0,3
23841,283.221,114.811,0,3
14207,349.353,141.621,0,3
21586,42.3576,17.1992,0,3
38696,219.406,89.2008,0,3
765,181.735,74.015,0,3
19917,37.7267,15.3686,0,3
35866,338.067,137.899,0,3
27240,250.909,102.375,0,3
12292,281.198,114.863,0,3
26735,430.51,176.075,0,3
11099,411.427,168.656,0,3
20474,377.975,155.119,0,3
11995,442.761,181.839,0,3
30722,413.743,170.596,0,3
29754,426.611,176.044,0,3
38395,179.827,74.2842,0,3
46481,323.603,134.276,0,3
41352,304.946,126.551,0,3
46135,446.44,185.737,0,3
25647,398.49,166.466,0,3
4777,186.475,77.9242,0,3
27776,295.264,123.669,0,3
1775,418.003,175.254,0,3
49912,454.221,191.264,0,3
8004,418.155,176.084,0,3
13441,363.002,152.885,0,3
4393,253.554,106.923,0,3
49951,320.46,135.158,0,3
17836,471.267,199.114,0,3
16282,372.652,157.6,0,3
22114,470.456,199.678,0,3
30060,391.131,167.06,0,3
45639,294.718,125.915,0,3
11437,82.4049,35.2286,0,3
32161,220.612,94.41,0,3
37351,381.539,163.381,0,3
33532,193.893,83.0343,0,3
20500,453.04,194.116,0,3
47977,269.881,115.703,0,3
744,460.492,197.617,0,3
43432,446.612,192.072,0,3
20036,427.23,183.83,0,3
18085,123.085,53.0353,0,3
3259,66.7898,28.8077,0,3
4807,263.915,113.935,0,3
5590,359.686,155.338,0,3
31125,359.995,155.708,0,3
43999,445.992,193.433,0,3
14783,388.002,168.479,0,3
27576,308.343,134.111,0,3
44568,196.818,85.7419,0,3
4675,184.129,80.2334,0,3
26215,449.219,196.583,0,3
20991,267.927,117.346,0,3
18928,241.164,106.047,0,3
26380,340.635,149.81,0,3
3806,366.16,161.039,0,3
19578,291.011,128.269,0,3
15119,464.781,205.316,0,3
48128,448.967,199.061,0,3
31582,259.045,115.203,0,3
23324,444.389,198.121,0,3
4878,334.172,149.075,0,3
35684,215.331,96.0678,0,3
36392,458.32,204.551,0,3
34780,153.544,68.6507,0,3
41306,373.646,167.102,0,3
44578,211.626,94.684,0,3
7479,389.25,175.418,0,3
10393,419.545,189.331,0,3
46095,401.779,181.411,0,3
21864,205.009,92.6006,0,3
11550,212.582,96.3988,0,3
9180,439.926,199.668,0,3
3059,202.719,92.0999,0,3
19109,397.062,180.583,0,3
5747,114.014,51.9017,0,3
1830,137.966,62.9585,0,3
8490,285.481,130.42,0,3
26772,215.597,98.5449,0,3
8918,111.346,50.9232,0,3
48679,404.066,184.841,0,3
19605,294.588,135.055,0,3
26005,277.842,127.384,0,3
19399,287.079,131.871,0,3
21303,432.008,198.703,0,3
46227,458.717,211.219,0,3
45469,254.029,117.144,0,3
25808,362.734,167.821,0,3
47107,430.304,199.269,0,3
43198,110.42,51.1497,0,3
45884,408.471,189.461,0,3
5985,300.338,140.076,0,3
24409,399.11,187.069,0,3
28218,437.571,205.141,0,3
47858,216.148,101.491,0,3
13915,246.49,115.998,0,3
47884,244.587,115.532,0,3
49395,291.206,137.675,0,3
8460,320.325,151.493,0,3
29066,351.676,166.531,0,3
3278,437.616,207.264,0,3
3143,247.256,117.414,0,3
44716,335.348,159.397,0,3
21679,152.168,72.3731,0,3
9655,248.179,118.041,0,3
39243,421.345,200.553,0,3
40284,237.504,113.053,0,3
24742,397.054,189.016,0,3
16353,398.584,190.184,0,3
24377,374.867,178.96,0,3
15270,427.091,204.132,0,3
34085,381.826,182.559,0,3
28330,426.487,204.961,0,3
11792,147.075,70.7713,0,3
36585,403.192,194.26,0,3
4320,139.439,67.4839,0,3
25387,224.573,108.819,0,3
38813,436.354,211.853,0,3
29436,299.062,145.312,0,3
18140,304.779,148.109,0,3
5404,186.384,90.6354,0,3
33476,328.188,159.68,0,3
26165,429.719,209.627,0,3
17653,389.445,190.033,0,3
38388,119.997,58.5788,0,3
41276,417.396,204.509,0,3
23488,95.7886,47.03,0,3
21130,451.97,221.964,0,3
5181,394.629,194.196,0,3
12905,436.328,215.796,0,3
18872,310.887,154.593,0,3
905,283.72,141.299,0,3
323,443.066,220.809,0,3
12827,415.712,207.796,0,3
44045,432.332,216.478,0,3
5564,306.865,153.822,0,3
2378,108.252,54.2946,0,3
18695,165.075,82.8495,0,3
47744,108.966,54.6935,0,3
4534,279.324,140.241,0,3
11135,249.07,125.323,0,3
23060,376.802,189.596,0,3
39438,318.489,160.341,0,3
7841,283.968,143.052,0,3
3039,247.778,125.024,0,3
23941,385.667,195.068,0,3
40939,324.19,164.081,0,4
28844,281.771,142.705,0,4
49600,327.962,166.146,0,4
28651,408.157,207.959,0,4
34572,258.261,131.886,0,4
4974,347.628,177.765,0,4
4552,182.746,93.4739,0,4
47457,432.201,221.418,0,4
15523,451.134,231.134,0,4
18502,211.062,108.176,0,4
44925,379.64,194.646,0,4
19616,413.504,212.278,0,4
20658,405.773,208.343,0,4
5782,374.753,192.753,0,4
23628,208.028,107.202,0,4
40533,179.8,92.6782,0,4
15786,242.451,125.095,0,4
3728,267.631,138.134,0,4
47451,159.399,82.2895,0,4
42609,367.446,190.218,0,4
17903,142.254,73.6851,0,4
47051,415.596,215.691,0,4
38814,175.845,91.4665,0,4
1473,305.946,159.238,0,4
37672,262.769,136.875,0,4
22973,197.492,103.311,0,4
26858,314.845,164.891,0,4
15765,40.1368,21.058,0,4
8905,397.717,208.929,0,4
20744,316.831,166.599,0,4
25266,343.721,180.781,0,4
18725,238.076,125.269,0,4
20081,168.356,89.1414,0,4
7636,183.875,97.5478,0,4
37666,188.549,100.265,0,4
15295,424.652,226.564,0,4
37995,219.455,117.253,0,4
40803,271.097,145.065,0,4
28809,144.488,77.3478,0,4
37827,365.571,195.806,0,4
12510,421.753,226.045,0,4
8836,342.951,184.478,0,4
1169,382.424,206.079,0,4
2285,379.647,204.882,0,4
43335,299.469,161.762,0,4
45363,170.951,92.577,0,4
33186,298.291,161.706,0,4
33802,363.049,197.006,0,4
28143,428.689,233.041,0,4
17577,286.716,156.029,0,4
34290,372.369,202.944,0,4
33893,397.56,216.729,0,4
19213,228.125,124.779,0,4
10895,232.765,127.342,0,4
24319,284.904,155.997,0,4
22865,140.206,76.8005,0,4
36670,437.89,240.21,0,4
9649,170.656,93.8426,0,4
43531,394.801,217.193,0,4
35098,155.805,85.8367,0,4
2665,217.166,119.711,0,4
7610,110.559,61.1883,0,4
45358,251.459,139.173,0,4
2206,325.571,180.342,0,4
15498,214.543,118.914,0,4
31699,374.553,208.09,0,4
23400,432.545,240.331,0,4
10767,428.015,238.072,0,4
12345,201.485,112.238,0,4
14820,429.217,240.611,0,4
31774,89.7972,50.3742,0,4
7481,405.202,227.355,0,4
27278,170.242,95.5885,0,4
6141,413.388,232.176,0,4
14547,168.662,94.8569,0,4
42383,434.461,244.41,0,4
20252,209.141,117.955,0,4
15785,374.596,211.702,0,4
18012,163.072,92.2196,0,4
8969,191.697,108.47,0,4
29214,296.536,168.17,0,4
29016,136.538,77.4798,0,4
39691,318.554,180.885,0,4
12189,368.133,209.173,0,4
44489,395.184,225.018,0,4
18246,247.802,141.429,0,4
19871,224.548,128.301,0,4
36879,258.633,147.796,0,4
8016,381.884,219.286,0,4
33269,373.683,214.671,0,4
43647,415.326,238.819,0,4
18957,440.029,253.421,0,4
38170,390.704,225.173,0,4
39004,327.021,188.558,0,4
496,219.664,126.878,0,4
32766,359.058,208.208,0,4
44872,87.3873,50.7588,0,4
23667,131.667,76.613,0,4
49861,315.462,183.96,0,4
49960,353.594,206.71,0,4
29247,272.436,159.354,0,4
35201,137.1,80.2162,0,4
27920,261.818,153.3,0,4
21271,325.393,190.66,0,4
22459,219.24,128.468,0,4
27378,139.109,81.5469,0,4
47756,90.9007,53.2886,0,4
41148,360.691,211.646,0,4
47807,397.074,233.734,0,4
19914,428.56,252.465,0,4
42691,155.493,91.7366,0,4
39042,233.671,137.923,0,4
29877,413.062,243.996,0,4
38253,211.507,125.226,0,4
40555,192.909,114.707,0,4
28736,264.9,157.565,0,4
28339,411.652,245.149,0,4
2198,390.24,232.481,0,4
23558,311.531,185.897,0,4
9866,252.53,150.717,0,4
24187,225.339,134.984,0,4
18814,110.279,66.0669,0,4
24780,421.558,252.62,0,4
9573,367.099,220.17,0,4
14,366.527,219.993,0,4
14151,228.995,137.738,0,4
47047,193.322,116.332,0,4
4186,269.979,162.473,0,4
23522,317.779,191.303,0,4
11052,187.588,112.969,0,4
14750,229.434,138.174,0,4
34366,409.096,246.63,0,4
2991,356.838,215.418,0,4
23753,201.214,121.572,0,4
10900,424.468,257.138,0,4
34316,375.783,227.66,0,4
37598,435.212,264.259,0,4
8520,343.287,208.853,0,4
42156,169.523,103.377,0,4
36479,340.646,207.935,0,4
20231,372.484,227.668,0,4
18854,311.884,190.773,0,4
13991,346.157,211.981,0,4
28941,364.967,223.506,0,4
17022,300.042,184.058,0,4
11508,315.24,193.454,0,4
2432,285.553,175.369,0,4
43982,301.267,185.302,0,4
12798,227.811,140.132,0,4
23562,127.139,78.2483,0,4
11904,434.793,267.942,0,4
24758,378.727,234.35,0,4
45276,385.204,238.553,0,4
21515,147.974,91.9418,0,4
