Original Instance,Chunk File,Cost,Exec Time (s),Status/Notes
XML1000000_2324_01,XML1000000_2324_01_chunk_172_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_172_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_173.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_174.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_175.vrp,27848600.0,182.94,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_176.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_177.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_178_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_178_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_178_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_179.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_18.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_180_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_180_sweep_1.vrp,32724200.0,180.24,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_180_sweep_2.vrp,30592000.0,180.39,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_181.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_182.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_183.vrp,21596000.0,183.52,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_184.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_185.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_186.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_187.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_188_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_188_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_188_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_189_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_189_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_190_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_190_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_190_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_191_sweep_0.vrp,73397600.0,180.15,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_191_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_192.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_193_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_193_sweep_1.vrp,90523500.0,180.11,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_194.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_195.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_196.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_197_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_197_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_197_sweep_2.vrp,44020000.0,181.01,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_197_sweep_3.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_197_sweep_4.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_198.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_199.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_19_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_19_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_19_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_1_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_1_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_1_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_20.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_200.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_201.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_202.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_203_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_203_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_204.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_205_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_205_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_205_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_206.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_207.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_208.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_209.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_210_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_210_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_210_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_210_sweep_3.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_211.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_212.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_213.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_214.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_215.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_216.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_217.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_218_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_218_sweep_1.vrp,74763900.0,180.32,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_218_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_219.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_21_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_21_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_22.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_220.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_221_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_221_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_221_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_222_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_222_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_223.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_224.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_225.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_226_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_226_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_227_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_227_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_227_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_227_sweep_3.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_228.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_229_sweep_0.vrp,97959400.0,180.08,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_229_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_23.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_230_sweep_0.vrp,35679100.0,181.42,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_230_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_230_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_230_sweep_3.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_231.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_232_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_232_sweep_1.vrp,56916400.0,180.36,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_232_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_233.vrp,20559800.0,183.37,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_234_sweep_0.vrp,55999600.0,180.1,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_234_sweep_1.vrp,57569200.0,180.41,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_235.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_236.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_237.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_238_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_238_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_239.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_24.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_240.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_241.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_242_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_242_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_243_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_243_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_244.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_245_sweep_0.vrp,60176300.0,180.25,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_245_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_246.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_247_sweep_0.vrp,29647400.0,182.56,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_247_sweep_1.vrp,29575100.0,180.62,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_247_sweep_2.vrp,29438500.0,181.92,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_248.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_249.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_250_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_250_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_250_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_250_sweep_3.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_250_sweep_4.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_251_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_251_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_252_sweep_0.vrp,20469100.0,180.54,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_252_sweep_1.vrp,21311900.0,180.28,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_252_sweep_2.vrp,21267200.0,180.19,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_253.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_254_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_254_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_254_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_254_sweep_3.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_255.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_256.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_257.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_258_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_258_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_259_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_259_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_25_sweep_0.vrp,24157000.0,180.32,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_25_sweep_1.vrp,25890200.0,180.1,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_25_sweep_2.vrp,26759200.0,180.45,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_26.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_260_sweep_0.vrp,38628300.0,180.15,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_260_sweep_1.vrp,39085500.0,180.08,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_261.vrp,21277800.0,180.26,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_262_sweep_0.vrp,41742900.0,180.09,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_262_sweep_1.vrp,44979500.0,180.08,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_263_sweep_0.vrp,48358600.0,180.27,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_263_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_264_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_264_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_264_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_265.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_266.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_267.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_268.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_269.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_27.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_270.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_271.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_272.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_273.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_274_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_274_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_275.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_276_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_276_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_277.vrp,9525700.0,180.2,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_278.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_279.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_28.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_280.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_280_sweep_0.vrp,33142500.0,180.64,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_280_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_280_sweep_2.vrp,35117100.0,180.49,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_281.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_282.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_283.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_284.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_285.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_286.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_287.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_288.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_289.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_29.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_290.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_291.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/XML1000000_2324_01_partitions/XML1000000_2324_01_chunk_291.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/XML1000000_2324_01_partitions/XML1000000_2324_01_chunk_291.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
XML1000000_2324_01,XML1000000_2324_01_chunk_291_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_291_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_291_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_292.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_293.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_294.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_295.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_296.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_297.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/XML1000000_2324_01_partitions/XML1000000_2324_01_chunk_297.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/XML1000000_2324_01_partitions/XML1000000_2324_01_chunk_297.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
XML1000000_2324_01,XML1000000_2324_01_chunk_297_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_297_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_297_sweep_2.vrp,49693500.0,180.49,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_298.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_298_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_298_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_299.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_299_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_299_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_3.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_30.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_300.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_301.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/XML1000000_2324_01_partitions/XML1000000_2324_01_chunk_301.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/XML1000000_2324_01_partitions/XML1000000_2324_01_chunk_301.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
XML1000000_2324_01,XML1000000_2324_01_chunk_301_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_301_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_301_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_302.vrp,19398200.0,182.63,OK
XML1000000_2324_01,XML1000000_2324_01_chunk_303.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_303_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_303_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_303_sweep_2.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_304.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_305.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/XML1000000_2324_01_partitions/XML1000000_2324_01_chunk_305.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/XML1000000_2324_01_partitions/XML1000000_2324_01_chunk_305.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
XML1000000_2324_01,XML1000000_2324_01_chunk_305_sweep_0.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_305_sweep_1.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_306.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_307.vrp,ERROR,0,No feasible route found in 60s.
XML1000000_2324_01,XML1000000_2324_01_chunk_308.vrp,ERROR,0,"Crash: Command '['/home/ubuntu/cvrp/baselines/HGS-CVRP/build/hgs', '/home/ubuntu/cvrp/data/instances/hgs_partitions/XML1000000_2324_01_partitions/XML1000000_2324_01_chunk_308.vrp', '/home/ubuntu/cvrp/data/instances/hgs_partitions/XML1000000_2324_01_partitions/XML1000000_2324_01_chunk_308.sol', '-t', '180', '-seed', '42']' timed out after 190 seconds"
